arxiv_id,title,authors,year,published,updated,primary_category,categories,abstract,url,pdf_url,topic,technical_tags,technical_role,relevance,status,ai_rating,human_checked,notes,match_terms
0704.1964,A data-analysis driven comparison of analytic and numerical coalescing binary waveforms: nonspinning case,Yi Pan; Alessandra Buonanno; John G. Baker; Joan Centrella; Bernard J. Kelly; Sean T. McWilliams; Frans Pretorius; James R. van Meter,2007,2007-04-16,,gr-qc,gr-qc,,https://arxiv.org/abs/0704.1964,https://arxiv.org/pdf/0704.1964,EOB,foundations_hamiltonian_pn_pm;spin_precession;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
0704.3550,Final spin of a coalescing black-hole binary: an Effective-One-Body approach,Thibault Damour; Alessandro Nagar,2007,2007-04-26,,gr-qc,gr-qc,,https://arxiv.org/abs/0704.3550,https://arxiv.org/pdf/0704.3550,EOB,foundations_hamiltonian_pn_pm;spin_precession;eccentric_hyperbolic_scattering,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0705.2519,Faithful Effective-One-Body waveforms of small-mass-ratio coalescing black-hole binaries,Thibault Damour; Alessandro Nagar,2007,2007-05-17,,gr-qc,gr-qc,,https://arxiv.org/abs/0705.2519,https://arxiv.org/pdf/0705.2519,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;spin_precession;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0705.3109,Black Hole and Neutron Star Binaries: Theoretical Challenges,Thibault Damour,2007,2007-05-22,,gr-qc,gr-qc,,https://arxiv.org/abs/0705.3109,https://arxiv.org/pdf/0705.3109,EOB,tides_neutron_stars,tides_neutron_stars,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
0706.3732,Toward faithful templates for non-spinning binary black holes using the effective-one-body approach,Alessandra Buonanno; Yi Pan; John G. Baker; Joan Centrella; Bernard J. Kelly; Sean T. McWilliams; James R. van Meter,2007,2007-06-25,,gr-qc,gr-qc,,https://arxiv.org/abs/0706.3732,https://arxiv.org/pdf/0706.3732,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;spin_precession;eccentric_hyperbolic_scattering;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0706.4437,Gravitational waves from inspiralling compact binaries: hexagonal template placement and its efficiency in detecting physical signals,Thomas Cokelaer,2007,2007-06-29,,gr-qc,gr-qc,,https://arxiv.org/abs/0706.4437,https://arxiv.org/pdf/0706.4437,EOB,resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;spin_precession;tides_neutron_stars;data_analysis_lvkc,resummation_flux_waveform,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
0711.2628,Comparing Effective-One-Body gravitational waveforms to accurate numerical data,Thibault Damour; Alessandro Nagar,2007,2007-11-16,,gr-qc,gr-qc,,https://arxiv.org/abs/0711.2628,https://arxiv.org/pdf/0711.2628,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0712.3003,Faithful Effective-One-Body waveforms of equal-mass coalescing black-hole binaries,Thibault Damour; Alessandro Nagar; Ernst Nils Dorband; Denis Pollney; Luciano Rezzolla,2007,2007-12-18,,gr-qc,gr-qc,,https://arxiv.org/abs/0712.3003,https://arxiv.org/pdf/0712.3003,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;eccentric_hyperbolic_scattering,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0802.4047,Introductory lectures on the Effective One Body formalism,Thibault Damour,2008,2008-02-27,,gr-qc,gr-qc,,https://arxiv.org/abs/0802.4047,https://arxiv.org/pdf/0802.4047,EOB,uncategorized_eob_candidate,uncategorized_eob_candidate,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0803.0915,Effective one body approach to the dynamics of two spinning black holes with next-to-leading order spin-orbit coupling,Thibault Damour; Piotr Jaranowski; Gerhard Schäfer,2008,2008-03-06,,gr-qc,gr-qc,,https://arxiv.org/abs/0803.0915,https://arxiv.org/pdf/0803.0915,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;spin_precession,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0803.2348,Binary Black Hole Coalescence in Semi-Analytic Puncture Evolution,Achamveedu Gopakumar; Gerhard Schaefer,2008,2008-03-16,,gr-qc,gr-qc,,https://arxiv.org/abs/0803.2348,https://arxiv.org/pdf/0803.2348,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
0803.3162,Accurate Effective-One-Body waveforms of inspiralling and coalescing black-hole binaries,Thibault Damour; Alessandro Nagar; Mark Hannam; Sascha Husa; Bernd Brugmann,2008,2008-03-21,,gr-qc,gr-qc,,https://arxiv.org/abs/0803.3162,https://arxiv.org/pdf/0803.3162,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0804.4184,High-accuracy numerical simulation of black-hole binaries: Computation of the gravitational-wave energy flux and comparisons with post-Newtonian approximants,Michael Boyle; Alessandra Buonanno; Lawrence E. Kidder; Abdul H. Mroué; Yi Pan; Harald P. Pfeiffer; Mark A. Scheel,2008,2008-04-25,,gr-qc,gr-qc,,https://arxiv.org/abs/0804.4184,https://arxiv.org/pdf/0804.4184,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;spin_precession,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0805.1428,Mergers of nonspinning black-hole binaries: Gravitational radiation characteristics,John G. Baker; William D. Boggs; Joan Centrella; Bernard J. Kelly; Sean T. McWilliams; James R. van Meter,2008,2008-05-09,,gr-qc,gr-qc,,https://arxiv.org/abs/0805.1428,https://arxiv.org/pdf/0805.1428,EOB,resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;spin_precession;data_analysis_lvkc,resummation_flux_waveform,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
0805.2390,Ineffectiveness of Padé resummation techniques in post-Newtonian approximations,Abdul H. Mroué; Lawrence E. Kidder; Saul A. Teukolsky,2008,2008-05-15,,gr-qc,gr-qc,,https://arxiv.org/abs/0805.2390,https://arxiv.org/pdf/0805.2390,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;spin_precession;emri_test_mass_teukolsky;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0811.2069,Improved resummation of post-Newtonian multipolar waveforms from circularized compact binaries,Thibault Damour; Bala R. Iyer; Alessandro Nagar,2008,2008-11-13,,gr-qc,gr-qc,,https://arxiv.org/abs/0811.2069,https://arxiv.org/pdf/0811.2069,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=manual_eob_core,manual_eob_core
0811.3451,Gravitational-wave memory revisited: memory from the merger and recoil of binary black holes,Marc Favata,2008,2008-11-21,,astro-ph,astro-ph;gr-qc,,https://arxiv.org/abs/0811.3451,https://arxiv.org/pdf/0811.3451,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;emri_test_mass_teukolsky,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
0901.0993,Numerical black hole initial data with low eccentricity based on post-Newtonian orbital parameters,Benny Walther; Bernd Bruegmann; Doreen Mueller,2009,2009-01-08,,gr-qc,gr-qc,,https://arxiv.org/abs/0901.0993,https://arxiv.org/pdf/0901.0993,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;spin_precession;eccentric_hyperbolic_scattering,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
0902.0136,An improved analytical description of inspiralling and coalescing black-hole binaries,Thibault Damour; Alessandro Nagar,2009,2009-02-02,,gr-qc,gr-qc,,https://arxiv.org/abs/0902.0136,https://arxiv.org/pdf/0902.0136,EOB,resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;spin_precession;data_analysis_lvkc,resummation_flux_waveform,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
0902.0307,Searching for binary coalescences with inspiral templates: Detection and parameter estimation,Benjamin Farr; Stephen Fairhurst; B. S. Sathyaprakash,2009,2009-02-02,,gr-qc,gr-qc,,https://arxiv.org/abs/0902.0307,https://arxiv.org/pdf/0902.0307,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
0902.0790,"Effective-one-body waveforms calibrated to numerical relativity simulations: coalescence of non-spinning, equal-mass black holes",Alessandra Buonanno; Yi Pan; Harald P. Pfeiffer; Mark A. Scheel; Luisa T. Buchman; Lawrence E. Kidder,2009,2009-02-04,,gr-qc,gr-qc,,https://arxiv.org/abs/0902.0790,https://arxiv.org/pdf/0902.0790,EOB,nr_calibration_eobnr_seobnr_teobresums;spin_precession;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0902.3660,Nonlinear gravitational-wave memory from binary black hole mergers,Marc Favata,2009,2009-02-23,,astro-ph.SR,astro-ph.SR;gr-qc,,https://arxiv.org/abs/0902.3660,https://arxiv.org/pdf/0902.3660,EOB,nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants;emri_test_mass_teukolsky;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0906.1769,The Effective One Body description of the Two-Body problem,Thibault Damour; Alessandro Nagar,2009,2009-06-09,,gr-qc,gr-qc,,https://arxiv.org/abs/0906.1769,https://arxiv.org/pdf/0906.1769,EOB,foundations_hamiltonian_pn_pm;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0907.0700,Comparison of post-Newtonian templates for compact binary inspiral signals in gravitational-wave detectors,Alessandra Buonanno; Bala Iyer; Evan Ochsner; Yi Pan; B. S. Sathyaprakash,2009,2009-07-03,,gr-qc,gr-qc,,https://arxiv.org/abs/0907.0700,https://arxiv.org/pdf/0907.0700,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0909.4263,Modeling Extreme Mass Ratio Inspirals within the Effective-One-Body Approach,Nicolas Yunes; Alessandra Buonanno; Scott A. Hughes; M. Coleman Miller; Yi Pan,2009,2009-09-23,,gr-qc,gr-qc;astro-ph.CO;astro-ph.GA;astro-ph.HE,,https://arxiv.org/abs/0909.4263,https://arxiv.org/pdf/0909.4263,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants;emri_test_mass_teukolsky,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0910.5533,Gravitational Self Force in a Schwarzschild Background and the Effective One Body Formalism,Thibault Damour,2009,2009-10-29,,gr-qc,gr-qc,,https://arxiv.org/abs/0910.5533,https://arxiv.org/pdf/0910.5533,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants;eccentric_hyperbolic_scattering,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0911.5041,Effective One Body description of tidal effects in inspiralling compact binaries,Thibault Damour; Alessandro Nagar,2009,2009-11-27,,gr-qc,gr-qc,,https://arxiv.org/abs/0911.5041,https://arxiv.org/pdf/0911.5041,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;tides_neutron_stars,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0912.3466,"Effective-one-body waveforms calibrated to numerical relativity simulations: coalescence of non-precessing, spinning, equal-mass black holes",Yi Pan; Alessandra Buonanno; Luisa T. Buchman; Tony Chu; Lawrence E. Kidder; Harald P. Pfeiffer; Mark A. Scheel,2009,2009-12-17,,gr-qc,gr-qc,,https://arxiv.org/abs/0912.3466,https://arxiv.org/pdf/0912.3466,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;spin_precession;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
0912.3517,An improved effective-one-body Hamiltonian for spinning black-hole binaries,Enrico Barausse; Alessandra Buonanno,2009,2009-12-17,,gr-qc,gr-qc;astro-ph.CO;astro-ph.GA,,https://arxiv.org/abs/0912.3517,https://arxiv.org/pdf/0912.3517,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;spin_precession,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1003.0597,Binary black hole merger in the extreme-mass-ratio limit: a multipolar analysis,Sebastiano Bernuzzi; Alessandro Nagar,2010,2010-03-02,,gr-qc,gr-qc,,https://arxiv.org/abs/1003.0597,https://arxiv.org/pdf/1003.0597,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;spin_precession;emri_test_mass_teukolsky;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1008.0935,Precession effect of the gravitational self-force in a Schwarzschild spacetime and the effective one-body formalism,Leor Barack; Thibault Damour; Norichika Sago,2010,2010-08-05,,gr-qc,gr-qc,,https://arxiv.org/abs/1008.0935,https://arxiv.org/pdf/1008.0935,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;gsf_gauge_invariants;spin_precession;eccentric_hyperbolic_scattering,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1008.4622,Conservative self-force correction to the innermost stable circular orbit: comparison with multiple post-Newtonian-based methods,Marc Favata,2010,2010-08-27,,gr-qc,gr-qc;astro-ph.HE,,https://arxiv.org/abs/1008.4622,https://arxiv.org/pdf/1008.4622,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1009.0521,Analytic modelling of tidal effects in the relativistic inspiral of binary neutron stars,Luca Baiotti; Thibault Damour; Bruno Giacomazzo; Alessandro Nagar; Luciano Rezzolla,2010,2010-09-02,,gr-qc,gr-qc,,https://arxiv.org/abs/1009.0521,https://arxiv.org/pdf/1009.0521,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;tides_neutron_stars,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1009.1985,Intermediate-mass-ratio-inspirals in the Einstein Telescope: I. Signal-to-noise ratio calculations,E. A. Huerta; Jonathan R. Gair,2010,2010-09-10,,gr-qc,gr-qc,,https://arxiv.org/abs/1009.1985,https://arxiv.org/pdf/1009.1985,EOB,nr_calibration_eobnr_seobnr_teobresums;gsf_gauge_invariants;spin_precession;tides_neutron_stars;emri_test_mass_teukolsky;data_analysis_lvkc,nr_calibration_eobnr_seobnr_teobresums,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1009.5998,"Accuracy and effectualness of closed-form, frequency-domain waveforms for non-spinning black hole binaries",T. Damour; A. Nagar; M. Trias,2010,2010-09-29,,gr-qc,gr-qc,,https://arxiv.org/abs/1009.5998,https://arxiv.org/pdf/1009.5998,EOB,foundations_hamiltonian_pn_pm;nr_calibration_eobnr_seobnr_teobresums;spin_precession;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body;EOB,effective-one-body;EOB
1009.6013,"Extreme Mass-Ratio Inspirals in the Effective-One-Body Approach: Quasi-Circular, Equatorial Orbits around a Spinning Black Hole",Nicolas Yunes; Alessandra Buonanno; Scott A. Hughes; Yi Pan; Enrico Barausse; M. Coleman Miller; William Throwe,2010,2010-09-29,,gr-qc,gr-qc,,https://arxiv.org/abs/1009.6013,https://arxiv.org/pdf/1009.6013,EOB,foundations_hamiltonian_pn_pm;resummation_flux_waveform;nr_calibration_eobnr_seobnr_teobresums;spin_precession;emri_test_mass_teukolsky;data_analysis_lvkc,foundations_hamiltonian_pn_pm,candidate; needs human triage,candidate,X,no,preserved from data/eob_arxiv_candidates.csv; match_terms=effective-one-body,effective-one-body
